Eurasian Tree Sparrow,Passer montanus,麻雀（树麻雀）,
 ,,,
PASSERIFORMES: Motacillidae,,,
,,,
Forest Wagtail,Dendronanthus indicus,山鹡鸰,稀见/偶见
Gray Wagtail,Motacilla cinerea,灰鹡鸰,
Eastern Yellow Wagtail,Motacilla tschutschensis,黄鹡鸰,
Eastern Yellow Wagtail (Eastern),Motacilla tschutschensis tschutschensis/plexa,黄鹡鸰（白眉）,
Eastern Yellow Wagtail (Green-headed),Motacilla tschutschensis taivana,黄鹡鸰（黄眉）,
Eastern Yellow Wagtail (Manchurian),Motacilla tschutschensis macronyx,黄鹡鸰（蓝头）,稀见/偶见
Western/Eastern Yellow Wagtail,Motacilla flava/tschutschensis,西黄鹡鸰/黄鹡鸰,
Citrine Wagtail,Motacilla citreola,黄头鹡鸰,稀见/偶见
Citrine Wagtail (Gray-backed),Motacilla citreola citreola/werae,黄头鹡鸰（灰背）,稀见/偶见
Japanese Wagtail,Motacilla grandis,日本鹡鸰,
White Wagtail,Motacilla alba,白鹡鸰,
White Wagtail (White-faced),Motacilla alba alba/dukhunensis,白鹡鸰（欧洲，白脸灰背）,
White Wagtail (ocularis),Motacilla alba ocularis,白鹡鸰（东北亚，眼纹灰背）,稀见/偶见
White Wagtail (Black-backed),Motacilla alba lugens,白鹡鸰（东北亚，眼纹黑背）,
White Wagtail (Chinese),Motacilla alba leucopsis,白鹡鸰（东亚，白脸）,稀见/偶见
wagtail sp.,Motacilla sp.,未识别的Motacilla属鹡鸰,
Richard's Pipit,Anthus richardi,理氏鹨,
Richard's/Paddyfield Pipit,Anthus richardi/rufulus,理氏鹨/田鹨,
Olive-backed Pipit,Anthus hodgsoni,树鹨,
Red-throated Pipit,Anthus cervinus,红喉鹨,
Siberian Pipit,Anthus japonicus,西伯利亚鹨,
Siberian/American Pipit,Anthus japonicus/rubescens,,
Water/Siberian/American Pipit,Anthus spinoletta/japonicus/rubescens,水鹨/黄腹鹨,
pipit sp.,Anthus sp.,未识别的Anthus属鹨,
 ,,,
PASSERIFORMES: Fringillidae,,,
,,,
Brambling,Fringilla montifringilla,燕雀,
Hawfinch,Coccothraustes coccothraustes,锡嘴雀,
Yellow-billed Grosbeak,Eophona migratoria,黑尾蜡嘴雀,
Japanese Grosbeak,Eophona personata,黑头蜡嘴雀,
Common Rosefinch,Carpodacus erythrinus,普通朱雀,稀见/偶见
Long-tailed Rosefinch,Carpodacus sibiricus,长尾雀,
Long-tailed Rosefinch (Siberian),Carpodacus sibiricus [sibiricus Group],,
Pallas's Rosefinch,Carpodacus roseus,北朱雀,
Pine Grosbeak,Pinicola enucleator,松雀,
Pine Grosbeak (Eurasian),Pinicola enucleator [enucleator Group],松雀（欧亚）,
Eurasian Bullfinch,Pyrrhula pyrrhula,红腹灰雀,
Eurasian Bullfinch (Baikal),Pyrrhula pyrrhula [griseiventris Group],红腹灰雀（东亚）,
Asian Rosy-Finch,Leucosticte arctoa,粉红腹岭雀,
Asian Rosy-Finch (Tawny-naped),Leucosticte arctoa brunneonucha/gigliolii,,
Oriental Greenfinch,Chloris sinica,金翅雀,
Oriental Greenfinch (Oriental),Chloris sinica [sinica Group],,
Oriental Greenfinch (Bonin),Chloris sinica kittlitzi,,特有种（国家/地区）
Redpoll,Acanthis flammea,白腰朱顶雀,
Redpoll (Common),Acanthis flammea flammea/rostrata/islandica,,
Redpoll (flammea),Acanthis flammea flammea,白腰朱顶雀（欧亚）,
Redpoll (Common/Lesser),Acanthis flammea [flammea Group/cabaret],,
Red Crossbill,Loxia curvirostra,红交嘴雀,
Red Crossbill (Japanese),Loxia curvirostra japonica,红交嘴雀（东亚）,
Red/Cassia Crossbill,Loxia curvirostra/sinesciuris,,
White-winged Crossbill,Loxia leucoptera,白翅交嘴雀,稀见/偶见
White-winged Crossbill (Eurasian),Loxia leucoptera bifasciata,白翅交嘴雀（欧亚）,稀见/偶见
European/Gray-crowned Goldfinch,Carduelis carduelis/caniceps,,来源不明
Eurasian Siskin,Spinus spinus,黄雀,
finch sp.,Fringillidae sp.,未识别的燕雀科鸟类,
 ,,,
PASSERIFORMES: Calcariidae,,,
,,,
Lapland Longspur,Calcarius lapponicus,铁爪鹀,
 ,,,
PASSERIFORMES: Emberizidae,,,
,,,
Black-headed Bunting,Emberiza melanocephala,黑头鹀,稀见/偶见
Red-headed Bunting,Emberiza bruniceps,褐头鹀,稀见/偶见
Black-headed/Red-headed Bunting,Emberiza melanocephala/bruniceps,黑头鹀/褐头鹀,稀见/偶见
Chestnut-eared Bunting,Emberiza fucata,栗耳鹀,
Meadow Bunting,Emberiza cioides,三道眉草鹀,
Meadow Bunting (Black-eared),Emberiza cioides ciopsis,,
Pine Bunting,Emberiza leucocephalos,白头鹀,稀见/偶见
Yellow-throated Bunting,Emberiza elegans,黄喉鹀,
Ochre-rumped Bunting,Emberiza yessoensis,红颈苇鹀,近危
Pallas's Bunting,Emberiza pallasi,苇鹀,稀见/偶见
Reed Bunting,Emberiza schoeniclus,芦鹀,
Pallas's/Reed Bunting,Emberiza pallasi/schoeniclus,苇鹀/芦鹀,
Yellow-breasted Bunting,Emberiza aureola,黄胸鹀,极危
Little Bunting,Emberiza pusilla,小鹀,
Rustic Bunting,Emberiza rustica,田鹀,易危
Yellow Bunting,Emberiza sulphurata,硫磺鹀,
Black-faced Bunting,Emberiza spodocephala,灰头鹀,
Masked Bunting,Emberiza personata,花脸鹀,
Black-faced/Masked Bunting,Emberiza spodocephala/personata,,
Yellow-browed Bunting,Emberiza chrysophrys,黄眉鹀,
Tristram's Bunting,Emberiza tristrami,白眉鹀,
Gray Bunting,Emberiza variabilis,灰鹀,
Emberiza sp.,Emberiza sp.,未识别的Emberiza属鹀,
 ,,,
PASSERIFORMES: Passerellidae,,,
,,,
White-crowned Sparrow,Zonotrichia leucophrys,白冠带鹀,稀见/偶见
White-crowned Sparrow (Gambel's),Zonotrichia leucophrys gambelii,白冠带鹀 (gambelii),稀见/偶见
Savannah Sparrow,Passerculus sandwichensis,稀树草鹀,稀见/偶见
Savannah Sparrow (Savannah),Passerculus sandwichensis [sandwichensis Group],稀树草鹀 [sandwichensis Group],稀见/偶见
 ,,,
PASSERIFORMES: Passeriformes sp.,,,
,,,
passerine sp.,Passeriformes sp.,未识别的雀形目鸟类,
 ,,,
AVES SP.: Aves sp.,,,
,,,
bird sp.,Aves sp.,未识别的鸟类,
 ,,,
,,,
newadd,,,
Little Ringed Plover,Charadrius dubius,金眶鸻,
Little Ringed Plover (curonicus),Charadrius dubius curonicus,金眶鸻（古北界）,
Long-billed Plover,Charadrius placidus,长嘴剑鸻,
Rose-ringed Parakeet,Psittacula krameri manillensis,红领绿鹦鹉,
